id;idade;sexo;estado_civil;escola;Qte_dependentes;tempo_ultimoservico;trabalha;vl_salario_mil;reg_moradia;casa_propria;vl_imovel_em_mil;Qte_cartoes;Qte_carros;SCORE_CREDITO
712069008;42;F;casado;mestrado;4;21;1;17195,28;4;0;0;1;1;222
712070208;61;F;solteiro;ensino fundam;0;46;0;0;4;0;0;1;1;468
712071708;63;F;casado;ensino medio;0;33;1;19559,02;6;0;0;1;0;392
712072908;48;M;solteiro;ensino fundam;1;33;1;124467,86;4;0;0;1;1;334
712075083;50;M;solteiro;graduacao;1;38;1;196244,09;4;0;0;1;1;481
712076358;46;M;solteiro;graduacao;0;31;1;187698,25;5;0;0;1;1;407
712080333;46;M;divorciado;graduacao;2;39;1;214186,54;2;1;1625000;1;0;767
712084383;63;M;solteiro;ensino medio;0;54;1;24516,88;4;0;0;1;0;557
712085733;45;M;casado;ensino medio;4;36;1;190737,79;5;0;0;1;1;652
712089108;49;M;divorciado;mestrado;3;36;1;134991,67;6;0;0;1;1;705
712091433;58;M;solteiro;mestrado;1;48;1;71575,22;5;0;0;2;0;547
712092783;47;F;solteiro;ensino fundam;0;38;1;18648,46;6;0;0;1;0;341
712096758;49;F;na;ensino medio;2;33;1;71148,32;6;0;0;1;1;519
712098033;38;F;casado;mestrado;1;33;0;0;3;1;495000;1;1;457
712102983;47;F;casado;ensino fundam;2;33;1;21845,35;6;0;0;1;1;533
712104333;57;F;solteiro;ensino fundam;0;44;1;41809,6;2;1;1440000;1;0;699
712105533;32;M;solteiro;graduacao;0;17;1;58561,53;6;0;0;1;1;340
712107783;49;M;solteiro;ensino fundam;1;35;1;121758,56;1;1;1613000;1;0;734
712110333;37;F;solteiro;graduacao;0;17;0;0;4;0;0;1;0;222
712111608;59;F;solteiro;ensino fundam;0;53;1;25347,04;1;1;492000;1;0;475
712112733;33;M;solteiro;doutorado;0;23;1;58513,57;5;0;0;1;0;347
712113558;45;M;casado;ensino medio;2;35;1;134369,58;4;0;0;1;1;707
712114458;49;F;casado;mestrado;3;28;1;22169,69;6;0;0;1;1;463
712115958;47;F;solteiro;mestrado;0;35;1;21321,94;5;0;0;1;1;485
712117983;49;M;casado;ensino medio;4;36;1;133863,49;6;0;0;1;1;596
712120608;35;M;casado;ensino fundam;3;25;1;111881,12;4;1;236000;1;1;249
712121508;43;M;solteiro;mestrado;0;28;1;96752,29;1;1;520000;1;0;377
712123008;43;M;casado;graduacao;2;35;1;114873,51;1;1;1453000;1;1;778
712125258;46;M;casado;graduacao;4;27;1;181510,72;3;1;220000;1;1;300
712128258;49;F;solteiro;graduacao;1;44;1;42400,22;4;0;0;2;1;783
712129158;63;M;solteiro;mestrado;0;33;1;116858,28;2;1;775000;1;1;582
712130058;44;F;solteiro;mestrado;1;33;0;0;3;0;0;1;1;336
712132383;44;M;solteiro;ensino fundam;1;32;1;127850,15;2;1;506000;1;0;438
712133508;41;F;solteiro;ensino fundam;0;22;1;66045,71;5;0;0;1;0;266
712136058;54;F;solteiro;ensino fundam;0;33;0;0;1;1;264000;1;1;343
712137033;52;F;casado;ensino fundam;2;44;0;0;5;0;0;1;0;351
712138008;52;F;casado;ensino medio;2;33;1;72375,29;5;0;0;1;1;474
712138983;54;M;casado;ensino medio;1;33;1;98956,47;3;1;174000;1;1;407
712141683;48;F;solteiro;graduacao;0;26;1;20945,55;4;0;0;1;0;311
712142733;37;F;casado;ensino fundam;3;23;1;17346,55;5;0;0;1;1;320
712144158;53;F;solteiro;ensino medio;0;42;1;20050,47;6;0;0;1;1;562
712146558;48;F;casado;mestrado;5;28;1;20761,42;3;1;323000;1;1;395
712149033;57;F;casado;graduacao;2;45;1;19656,13;5;0;0;1;0;372
712152408;44;M;solteiro;graduacao;1;29;1;111714,43;1;1;1248000;3;0;704
712154883;54;F;casado;ensino fundam;2;46;1;24509,07;3;1;482000;1;1;526
712157958;44;M;casado;graduacao;3;33;1;128283,23;1;1;488000;1;1;495
712159083;58;F;casado;ensino fundam;4;43;1;18316,16;2;1;240000;1;1;425
712160058;59;F;casado;mestrado;2;48;1;20892,41;5;0;0;1;2;606
712161858;55;F;solteiro;ensino fundam;2;34;1;20021,92;4;0;0;1;0;343
712163433;47;M;casado;mestrado;3;27;1;63990,53;1;1;216000;1;0;324
712164333;40;M;casado;graduacao;4;26;1;90161,93;3;1;176000;1;1;428
712165308;45;F;solteiro;doutorado;0;34;1;99285,06;4;0;0;1;0;447
712166583;45;F;casado;ensino medio;0;35;1;20965,86;4;0;0;1;1;508
712168833;52;F;casado;graduacao;1;33;1;18386,62;6;0;0;1;1;379
712169883;43;M;casado;ensino fundam;1;33;1;97080,11;3;1;419000;1;1;576
712171158;42;F;casado;graduacao;2;29;1;22526,89;6;0;0;1;0;378
712173108;48;F;na;ensino fundam;1;35;1;69698,9;3;1;423000;1;0;439
712176708;51;F;solteiro;mestrado;0;33;1;23640,93;5;0;0;1;1;507
712177908;50;F;solteiro;ensino fundam;1;33;1;22843,17;1;1;431000;1;1;433
712178883;49;F;solteiro;ensino fundam;0;34;1;68970,32;3;0;0;1;0;410
712180308;36;M;solteiro;graduacao;1;40;1;197831,1;1;1;1476000;1;1;795
712181658;37;F;solteiro;ensino medio;0;33;1;65790,08;4;0;0;1;1;466
712184133;41;F;casado;ensino medio;5;21;1;22732,05;2;1;509000;1;1;475
712187808;27;M;casado;mestrado;0;12;1;54707,62;4;0;0;1;0;299
712189233;38;F;casado;ensino medio;1;19;1;62535,64;5;0;0;1;0;309
712190358;48;F;casado;mestrado;4;26;1;24016,14;1;1;520000;1;1;467
712191783;49;M;casado;graduacao;4;37;1;203828,58;1;1;779000;3;0;705
712195383;37;F;solteiro;ensino fundam;0;36;1;37248,28;2;1;1493000;1;0;691
712196508;46;F;solteiro;graduacao;0;31;0;0;4;0;0;1;1;379
712198983;46;M;casado;ensino medio;4;33;1;96718,75;3;1;317000;1;1;487
712200033;44;F;solteiro;graduacao;1;33;1;23087,03;1;1;498000;1;1;491
712202433;46;F;solteiro;graduacao;0;33;1;21322,29;3;0;0;1;1;461
712203333;51;M;casado;ensino medio;3;37;1;134175,48;1;1;469000;1;1;492
712204308;33;M;solteiro;ensino fundam;0;35;1;59025,33;6;0;0;1;0;350
712206033;55;M;casado;ensino medio;1;37;1;93180,24;2;1;1609000;1;0;718
712206858;39;M;casado;ensino medio;3;35;1;181726,31;3;1;309000;1;1;621
712207683;38;M;divorciado;ensino fundam;0;33;1;16557,13;3;1;156000;1;1;383
712208658;43;M;solteiro;graduacao;0;31;1;102733,66;1;1;813000;1;0;545
712210458;38;M;solteiro;mestrado;0;35;1;83703,69;2;1;1663000;1;1;711
712214283;40;M;casado;ensino medio;2;25;1;184946,31;6;0;0;1;1;583
712215258;50;F;solteiro;ensino medio;0;29;1;65342,08;2;1;280000;2;0;341
712216533;44;M;solteiro;ensino fundam;2;32;1;121704,76;6;0;0;1;0;343
712219083;41;M;solteiro;mestrado;0;25;1;130519,88;1;1;789000;1;1;532
712220283;37;M;na;ensino medio;2;26;1;120740,6;3;1;422000;1;1;465
712221408;42;M;solteiro;ensino medio;1;30;1;66481,73;5;0;0;1;1;458
712222758;38;F;casado;ensino medio;3;34;1;18257,08;3;1;250000;1;1;376
712225008;55;M;casado;ensino medio;2;40;1;106408,58;6;0;0;1;2;727
712228458;50;M;na;doutorado;2;31;1;198024,3;2;1;430000;1;1;621
712229283;48;F;na;doutorado;4;22;1;96898,07;4;0;0;1;1;302
712230408;42;M;casado;mestrado;4;35;1;185261,52;3;1;370000;1;0;547
712231308;60;M;solteiro;ensino medio;0;48;1;40957,8;1;1;1385000;2;0;734
712233183;45;F;solteiro;ensino medio;0;31;1;20349,88;3;0;0;1;1;389
712234308;54;F;casado;ensino medio;3;35;0;0;6;0;0;1;0;372
712235433;43;F;solteiro;ensino medio;0;33;1;18642,53;2;1;233000;1;1;369
712236483;41;F;solteiro;ensino medio;0;33;1;22010,44;5;0;0;3;1;563
712237458;47;M;casado;doutorado;3;26;1;190816,86;3;1;375000;1;1;489
712238958;45;M;casado;ensino medio;4;41;1;39952,98;1;1;1557000;1;1;775
712240083;38;F;solteiro;ensino fundam;0;28;1;15642,47;6;0;0;1;0;234
712241433;38;F;solteiro;graduacao;0;28;1;20794,1;4;0;0;1;0;369
712242633;42;F;solteiro;ensino fundam;0;35;1;20948,97;6;0;0;1;0;397
712244733;56;F;casado;ensino fundam;1;44;1;23985,42;4;0;0;1;0;459
712246983;50;M;casado;graduacao;4;48;1;155391,47;1;1;1534000;1;0;866
712253058;48;F;casado;graduacao;3;38;1;22427,22;1;1;419000;1;1;470
712255458;37;M;solteiro;graduacao;0;35;1;89649,46;3;0;0;1;0;407
712256358;40;M;casado;ensino medio;3;27;1;111083,37;1;1;1367000;1;1;770
712257258;50;F;solteiro;graduacao;0;34;1;18091,59;4;0;0;1;0;335
712258308;58;F;solteiro;graduacao;1;38;1;24128,81;3;0;0;1;0;401
712260633;47;F;solteiro;doutorado;2;37;1;118291,11;4;0;0;1;0;713
712263258;49;F;casado;mestrado;2;35;1;21307,75;6;0;0;1;1;485
712265508;32;M;solteiro;doutorado;0;13;1;65919,04;1;1;836000;1;0;326
712266633;51;F;casado;ensino medio;2;36;1;112773,15;2;1;880000;1;1;643
712267983;57;F;solteiro;ensino medio;0;42;1;20823,89;4;0;0;1;1;421
712268808;55;M;solteiro;ensino medio;1;36;1;214010,48;2;1;877000;2;0;723
712270158;62;F;casado;graduacao;0;50;1;70850,83;5;0;0;1;1;405
712271958;37;M;na;mestrado;3;34;1;120500,82;4;0;0;1;1;512
712275108;53;F;casado;ensino fundam;3;30;1;68147,38;4;0;0;1;1;408
712278108;46;F;casado;ensino fundam;2;35;1;69951,56;6;0;0;1;1;480
712279683;44;M;casado;ensino medio;3;33;1;94728,3;2;1;274000;1;1;485
712281183;55;M;casado;ensino medio;4;34;1;196773,56;4;0;0;1;1;455
712283808;50;F;casado;graduacao;3;38;1;19065;5;0;0;2;1;415
712285908;60;F;solteiro;graduacao;0;45;1;26230,43;5;0;0;1;1;554
712287333;39;M;solteiro;mestrado;0;29;1;123398,93;3;0;0;1;0;563
712288158;37;M;casado;ensino fundam;2;14;1;116941,55;5;0;0;1;1;301
712290258;49;F;casado;ensino fundam;1;39;1;22273,63;5;0;0;1;0;426
712291308;52;F;solteiro;mestrado;0;39;0;0;5;0;0;1;0;233
712292133;45;F;casado;ensino fundam;3;34;1;18574,28;4;0;0;1;0;373
712294083;54;F;solteiro;graduacao;0;41;0;0;4;0;0;1;1;354
712294983;39;F;casado;ensino medio;2;34;1;66140,64;4;0;0;1;0;484
712296408;36;F;casado;ensino medio;3;21;1;112848,07;5;0;0;1;1;749
712297683;47;F;casado;ensino fundam;3;32;1;18948,88;6;0;0;1;1;362
712298883;50;F;solteiro;graduacao;0;35;1;20686,09;3;0;0;1;1;410
712299858;62;M;casado;graduacao;1;50;1;19291,53;5;0;0;1;1;478
712300683;41;F;solteiro;ensino medio;0;30;1;22314,55;2;1;490000;1;0;415
712302783;38;F;solteiro;mestrado;0;22;1;21076,13;2;1;443000;1;1;379
712303908;47;F;casado;ensino fundam;4;37;1;20870,6;3;1;341000;1;0;382
712305333;59;M;solteiro;ensino medio;0;51;1;106794,47;4;0;0;1;0;484
712307283;54;M;solteiro;ensino fundam;0;35;1;195246,76;6;0;0;1;0;372
712309758;65;M;solteiro;ensino medio;0;47;1;77315,6;3;0;0;1;0;565
712311258;48;F;solteiro;mestrado;0;33;1;70261,42;5;0;0;1;1;428
712312908;47;F;na;ensino fundam;4;32;1;21769;6;0;0;1;0;452
712315683;53;F;solteiro;mestrado;0;44;1;17546,62;4;1;247000;1;0;246
712319058;37;F;casado;mestrado;1;26;1;18060,05;5;0;0;1;1;365
712319958;41;M;casado;graduacao;4;27;1;123459,79;4;0;0;1;1;442
712322058;40;F;casado;graduacao;3;31;1;19811,15;5;0;0;1;0;328
712323183;38;M;casado;ensino fundam;3;20;1;119303,15;2;1;374000;1;1;324
712325433;39;F;solteiro;ensino fundam;0;26;0;0;6;0;0;1;0;294
712326708;42;F;casado;ensino fundam;2;29;1;21778,38;6;0;0;1;1;415
712327608;54;F;solteiro;ensino fundam;0;33;1;20047,94;4;0;0;1;1;358
712329933;47;F;na;graduacao;1;38;1;18754,08;6;0;0;1;1;424
712332183;42;M;solteiro;ensino fundam;0;35;1;125032,4;6;0;0;1;0;491
712335858;48;F;casado;ensino medio;4;33;1;23552,77;4;0;0;1;1;494
712337208;59;F;solteiro;mestrado;0;50;1;163427,07;1;1;1365000;1;1;761
712338033;36;M;casado;graduacao;2;24;1;115539,11;4;0;0;1;0;400
712340733;42;F;na;ensino medio;2;32;0;0;5;0;0;1;1;360
712341933;39;M;solteiro;ensino medio;0;40;1;110254,88;1;1;1358000;3;1;780
712342833;52;F;casado;ensino medio;2;33;0;0;5;0;0;1;1;410
712347258;43;F;casado;ensino medio;2;32;1;22039,94;3;1;442000;1;1;479
712349808;44;F;solteiro;ensino fundam;1;33;0;0;4;0;0;1;0;332
712350858;41;M;casado;graduacao;2;23;1;117836,52;4;0;0;1;0;279
712351908;45;M;na;graduacao;3;34;1;136590,44;1;1;803000;1;1;701
712361583;47;M;casado;ensino medio;5;35;1;131371,33;3;1;376000;2;1;670
712363158;36;M;solteiro;ensino medio;0;24;1;108477,75;3;0;0;1;0;673
712364283;54;F;casado;doutorado;2;40;1;72802,52;5;0;0;1;1;543
712365483;51;M;solteiro;ensino medio;0;41;1;101149,05;5;0;0;1;0;518
712367658;58;M;solteiro;mestrado;0;39;1;159246,4;1;1;1383000;1;1;742
712369308;48;F;divorciado;doutorado;4;32;1;65746,51;4;0;0;1;1;377
712370208;48;M;na;mestrado;1;33;1;94535,4;3;1;287000;1;1;408
712372158;45;M;casado;doutorado;4;32;1;186361,97;6;0;0;1;0;547
712373208;43;M;solteiro;doutorado;0;32;1;89161,84;3;0;0;1;1;281
712374708;28;F;casado;ensino medio;0;15;1;19699,14;2;1;1405000;1;1;739
712375758;53;M;casado;mestrado;3;40;1;130744;3;1;296000;1;1;490
712378983;54;M;solteiro;mestrado;0;43;1;135514,72;5;0;0;1;1;653
712381683;42;F;casado;mestrado;4;34;1;136356,95;1;1;828000;1;2;664
712389108;43;F;casado;ensino medio;2;33;1;21563,47;6;0;0;1;1;516
712390683;41;M;solteiro;mestrado;0;26;1;83627,17;2;1;1557000;1;1;672
712392108;51;M;casado;graduacao;3;34;1;96327,16;3;1;295000;1;0;381
712394283;44;F;divorciado;ensino medio;4;27;1;23268,85;4;0;0;1;1;485
712395408;51;F;divorciado;ensino medio;3;38;1;20174,51;5;0;0;1;1;435
712396908;57;F;casado;ensino medio;2;46;1;19210,42;5;0;0;1;1;368
712399308;38;F;na;graduacao;3;33;1;17890,28;5;0;0;1;1;466
712401033;36;M;solteiro;ensino fundam;0;20;1;17062,33;4;0;0;1;1;295
712403358;55;F;solteiro;ensino fundam;0;31;1;73694,15;4;0;0;1;1;520
712404483;49;M;casado;graduacao;2;33;1;133584,08;4;0;0;1;1;524
712405908;50;M;na;graduacao;2;40;1;205189,1;1;1;777000;1;1;706
712407033;26;F;na;mestrado;0;11;0;0;1;1;417000;2;1;418
712407783;39;F;solteiro;ensino medio;0;25;1;21395,53;5;0;0;1;1;442
712410858;50;F;casado;mestrado;4;39;0;0;4;0;0;1;0;337
712411908;44;M;casado;graduacao;3;34;1;97873,28;4;0;0;1;0;608
712412958;41;F;casado;doutorado;3;39;1;84604,75;1;1;1462000;2;0;771
712414908;45;F;casado;ensino fundam;4;35;0;0;4;0;0;1;1;374
712419708;56;F;casado;ensino fundam;2;47;1;20186,66;6;0;0;1;0;403
712420833;49;F;solteiro;ensino fundam;2;38;0;0;6;0;0;1;1;383
712423233;44;M;divorciado;graduacao;3;35;1;97340,04;4;0;0;1;1;603
712425258;46;F;solteiro;ensino fundam;1;25;1;21919,44;6;0;0;1;0;321
712428333;49;M;solteiro;mestrado;0;38;1;131635,12;3;0;0;1;1;512
712429458;50;M;na;ensino medio;2;35;1;101241,47;5;0;0;1;1;537
712431183;52;F;solteiro;mestrado;0;34;1;24789,59;4;0;0;1;1;463
712433508;59;F;casado;ensino fundam;1;48;0;0;3;1;222000;1;1;279
712434708;52;F;casado;graduacao;3;36;1;20509,07;5;0;0;1;1;430
712437108;49;M;casado;mestrado;3;41;1;134542,01;3;1;489000;1;1;637
712438308;27;F;casado;graduacao;1;16;1;23084,26;2;1;1673000;1;0;651
712440483;54;F;casado;mestrado;2;43;1;18174,43;3;1;266000;1;0;363
712441308;41;F;solteiro;mestrado;1;25;1;137037,66;2;1;987000;1;0;603
712442508;52;F;casado;ensino fundam;4;34;1;21946,01;6;0;0;1;0;513
712443558;39;F;solteiro;ensino fundam;0;35;0;0;6;0;0;1;0;315
712444533;43;M;solteiro;graduacao;0;34;1;125045,13;6;0;0;1;0;425
712445583;33;F;solteiro;ensino fundam;0;14;0;0;4;0;0;1;0;220
712446783;50;F;casado;ensino medio;4;27;1;19738,63;5;0;0;1;0;404
712447758;46;M;casado;ensino medio;2;39;1;136674,52;2;1;800000;1;1;638
712448658;52;F;solteiro;graduacao;0;33;1;19748,53;3;0;0;1;1;372
712450008;50;F;casado;doutorado;2;34;1;99275,43;5;0;0;1;0;392
712452033;26;M;solteiro;ensino fundam;0;11;1;15751,63;6;0;0;1;0;226
712453308;46;M;divorciado;graduacao;4;36;1;74170,52;2;1;774000;2;1;642
712454058;49;M;casado;doutorado;1;37;1;186539,46;6;0;0;1;0;338
712454958;40;M;solteiro;ensino medio;2;26;1;88039,37;6;0;0;1;0;219
712457208;58;M;solteiro;ensino medio;0;35;1;148443,62;6;0;0;1;1;664
712459233;59;F;casado;doutorado;1;43;1;71392,73;5;0;0;1;1;491
712460433;39;M;solteiro;mestrado;0;24;1;63606,84;4;0;0;1;0;374
712463883;45;M;casado;doutorado;2;38;1;191202,46;4;0;0;2;1;691
712464933;44;M;casado;ensino medio;2;41;1;148198,23;1;1;1520000;1;1;810
712470033;44;F;solteiro;ensino fundam;0;27;1;19819,67;6;0;0;1;1;411
712475733;38;F;casado;graduacao;3;26;1;17187,92;4;0;0;1;1;307
712479633;31;F;solteiro;ensino fundam;0;19;1;16948,13;4;0;0;1;0;205
712481733;55;F;casado;ensino medio;2;34;1;23339,06;4;0;0;1;0;486
712484733;47;M;solteiro;ensino fundam;2;30;1;99555,03;6;0;0;1;0;472
712487883;54;M;casado;graduacao;5;49;1;145591,59;2;1;907000;1;0;614
712489158;36;F;solteiro;mestrado;0;15;0;0;5;0;0;1;1;247
712490283;55;F;casado;ensino medio;4;38;1;69554,67;4;0;0;1;1;452
712491108;35;M;casado;doutorado;1;17;1;116385,42;6;0;0;1;0;437
712493058;42;F;solteiro;graduacao;2;28;0;0;6;0;0;1;1;350
712494108;38;M;solteiro;doutorado;0;33;1;90470,56;3;0;0;2;1;596
712495233;31;F;casado;mestrado;0;16;1;17118,73;5;0;0;1;1;322
712497783;56;F;casado;ensino medio;2;53;1;94042,38;1;1;1478000;1;1;789
712500933;48;F;solteiro;ensino medio;1;36;0;0;4;0;0;1;1;438
712503408;57;M;casado;ensino medio;2;44;1;166573,99;4;0;0;1;0;882
712505658;51;F;solteiro;ensino fundam;1;40;1;18712,95;3;0;0;1;0;326
712506708;39;F;solteiro;ensino fundam;0;24;1;19173,53;6;0;0;1;0;262
712507758;36;F;na;ensino fundam;2;21;0;0;6;0;0;1;1;406
712509108;46;F;solteiro;ensino fundam;0;35;1;29055,56;1;1;836000;3;1;629
712510833;44;M;casado;ensino fundam;3;27;1;66991,31;2;1;412000;1;1;544
712513458;47;F;solteiro;graduacao;1;37;1;20530,83;4;0;0;1;0;412
712514508;47;M;casado;doutorado;2;33;1;191080,43;6;0;0;1;2;562
712515558;35;M;solteiro;ensino fundam;0;24;1;88941,68;3;0;0;1;0;485
712516608;43;M;casado;ensino medio;3;36;1;145264,4;6;0;0;1;1;713
712517808;42;M;casado;graduacao;5;39;1;114835,17;1;1;1483000;1;2;807
712521783;54;M;na;ensino medio;3;47;1;136796,4;6;0;0;1;0;611
712523283;55;M;casado;doutorado;2;38;1;196768,15;4;0;0;1;1;480
712524858;34;M;solteiro;ensino medio;0;22;1;20247,23;1;1;431000;1;1;555
712531008;43;M;casado;doutorado;3;31;1;184645,43;4;0;0;1;1;540
712532058;44;M;casado;doutorado;3;37;1;85646,95;1;1;1551000;1;0;715
712533708;43;M;solteiro;graduacao;0;34;1;127386,77;2;1;489000;1;0;493
712542258;47;F;casado;ensino fundam;5;39;1;23141,69;5;0;0;1;0;469
712544358;48;M;casado;ensino medio;3;39;1;218753,23;1;1;1555000;3;2;904
712545183;51;F;solteiro;mestrado;1;33;1;21481,09;4;0;0;1;1;460
712546233;51;F;solteiro;ensino fundam;0;38;1;22529,35;5;0;0;1;0;400
712549758;40;F;casado;ensino medio;4;23;0;0;6;0;0;1;1;387
712551258;39;M;casado;mestrado;1;33;1;15590,46;3;1;235000;1;1;340
712552608;46;F;casado;ensino medio;3;31;1;19531,71;3;1;266000;1;1;361
712554183;65;F;solteiro;ensino fundam;0;51;1;78148,99;4;0;0;1;1;536
712555233;59;F;solteiro;ensino medio;0;47;1;70373,99;4;0;0;1;0;326
712556433;52;F;casado;ensino medio;2;43;1;92487,89;1;1;1550000;1;1;749
712557708;35;M;casado;graduacao;1;19;1;86836,83;5;0;0;1;1;329
712559058;54;M;solteiro;graduacao;0;44;1;138586,74;1;1;477000;1;1;617
712560558;55;F;solteiro;ensino fundam;0;40;1;24210,89;5;0;0;1;0;446
712562433;48;F;casado;ensino fundam;2;27;1;19315,89;3;1;232000;1;1;389
712563408;33;M;solteiro;mestrado;0;17;1;57809,2;1;1;230000;1;0;276
712566258;40;F;divorciado;doutorado;2;24;1;96488,96;6;0;0;1;1;478
712567083;51;M;casado;graduacao;1;34;1;135285,81;5;0;0;1;1;542
712568358;47;M;casado;graduacao;1;27;1;96342,76;3;1;312000;1;1;384
712569408;56;F;solteiro;doutorado;1;42;1;75049,34;4;0;0;1;0;499
712570458;51;F;casado;graduacao;2;32;1;28922,08;2;1;789000;1;0;496
712571883;40;M;divorciado;ensino medio;3;33;1;21639,85;1;1;468000;2;1;531
712572858;38;M;solteiro;graduacao;0;28;1;119018,72;2;1;383000;1;0;288
712574583;34;F;solteiro;ensino medio;0;20;0;0;6;0;0;1;0;267
712575708;55;F;casado;graduacao;2;35;1;23904,64;5;0;0;1;0;460
712576908;30;M;casado;graduacao;0;34;1;83161,96;5;0;0;1;0;348
712578933;35;F;casado;graduacao;5;23;1;60629,65;3;1;250000;1;0;360
712579983;40;F;solteiro;ensino medio;0;28;0;0;5;0;0;1;0;258
712580958;38;M;solteiro;graduacao;0;29;1;185589,37;2;1;740000;1;0;556
712582983;47;F;casado;ensino medio;3;33;1;23236,25;4;0;0;2;1;521
712586583;26;F;solteiro;ensino medio;0;10;1;55696,24;6;0;0;1;1;281
712589658;45;F;na;mestrado;4;28;1;18075,57;5;0;0;2;1;361
712591983;52;F;solteiro;ensino medio;2;39;1;71530,68;4;0;0;1;0;461
712593933;40;M;casado;doutorado;3;33;1;61669,29;3;1;225000;1;0;426
712595433;58;M;na;mestrado;2;47;1;201689,5;6;0;0;1;1;480
712597233;37;M;na;mestrado;2;33;1;59217,54;2;1;171000;1;1;362
712599783;39;M;solteiro;mestrado;0;34;1;123438,7;4;0;0;1;0;476
712602708;36;M;na;ensino fundam;3;35;1;114675,92;4;0;0;1;0;278
712604133;54;M;casado;mestrado;1;42;1;132671,82;3;1;174000;1;0;540
712606158;47;M;casado;mestrado;4;41;1;97577,19;4;0;0;1;0;423
712607583;56;M;divorciado;ensino fundam;1;35;1;136865,74;3;1;240000;1;1;648
712608783;50;M;casado;graduacao;2;44;1;129041,9;3;1;150000;2;0;555
712609533;32;M;solteiro;mestrado;0;13;1;129813,69;2;1;1343000;1;0;526
712611108;59;F;solteiro;ensino medio;0;49;1;72741,93;5;0;0;1;1;608
712612233;35;M;solteiro;ensino medio;1;19;1;86845,1;3;0;0;1;1;365
712613808;45;F;solteiro;ensino fundam;2;29;0;0;3;0;0;1;1;366
712615008;46;M;na;ensino medio;2;33;1;191153,57;1;1;346000;1;1;605
712617408;31;M;solteiro;doutorado;0;17;1;58125,27;5;0;0;1;1;424
712619808;47;F;solteiro;ensino fundam;0;34;1;22274,9;3;0;0;1;0;414
712620858;34;F;casado;doutorado;4;34;1;92317,63;1;1;457000;1;1;460
712623258;42;F;casado;ensino medio;3;33;1;18538,4;2;1;227000;1;1;429
712624383;52;M;solteiro;ensino fundam;1;42;1;142337,37;1;1;771000;2;0;677
712627083;38;M;casado;mestrado;4;23;1;130987,26;5;0;0;1;0;562
712630608;43;F;na;graduacao;2;32;0;0;3;1;443000;1;0;439
712634133;54;F;casado;ensino medio;2;43;1;18644,14;5;0;0;1;0;406
712636308;65;F;casado;graduacao;2;43;1;72496,27;6;0;0;1;1;348
712637283;36;F;na;ensino fundam;2;27;1;21861,34;6;0;0;1;0;380
712640583;60;F;casado;doutorado;0;50;1;111808,73;4;0;0;1;0;548
712642533;38;M;na;mestrado;3;25;1;122230,16;6;0;0;1;0;571
712643358;59;F;casado;graduacao;0;47;1;19114,87;6;0;0;1;0;398
712644483;46;M;solteiro;graduacao;0;36;1;98825,53;5;0;0;1;1;532
712645908;43;M;casado;graduacao;2;36;1;105139,53;1;1;880000;1;1;686
712649058;54;F;solteiro;mestrado;0;34;1;23126,51;3;0;0;1;0;426
712650333;48;M;casado;ensino fundam;3;34;1;94502,91;3;1;269000;1;1;435
712652283;36;M;divorciado;mestrado;1;27;1;119426,45;4;0;0;1;0;576
712653183;49;F;solteiro;ensino fundam;1;35;1;21612,78;4;0;0;1;0;399
712654233;39;M;casado;graduacao;3;26;1;130620,67;1;1;833000;1;1;639
712655583;41;M;casado;ensino medio;3;29;1;61600,14;3;1;204000;1;1;393
712656783;49;M;solteiro;ensino medio;0;32;1;190058,74;3;0;0;1;1;440
712658283;36;F;solteiro;ensino medio;0;26;1;62332,5;3;0;0;1;0;396
712659408;57;M;casado;graduacao;1;42;1;74005,82;3;1;458000;1;1;574
712660308;44;F;solteiro;graduacao;0;33;1;18984,04;2;1;247000;1;1;363
712661433;49;M;solteiro;mestrado;1;28;1;126813,58;3;0;0;1;0;450
712662783;43;F;casado;ensino fundam;2;34;0;0;1;1;258000;1;0;375
712663533;40;M;solteiro;graduacao;1;28;1;64164,56;6;0;0;1;1;439
712664658;35;F;solteiro;ensino medio;0;28;1;17803,13;2;1;255000;1;0;302
712665633;43;F;casado;ensino medio;3;29;1;20462,68;6;0;0;2;0;413
712667058;39;F;solteiro;ensino medio;0;28;1;21317,12;4;0;0;1;0;347
712667958;40;M;solteiro;mestrado;1;33;1;181318,66;4;0;0;1;1;467
712669983;39;M;solteiro;ensino medio;0;27;1;122940,39;5;0;0;1;1;486
712672083;65;F;casado;graduacao;0;33;1;19018,64;3;1;245000;1;1;321
712673283;36;F;solteiro;ensino fundam;1;24;1;21469,84;3;0;0;1;0;397
712674183;53;M;casado;ensino fundam;2;30;1;65254,51;3;1;277000;1;1;334
712675158;56;M;solteiro;ensino medio;0;33;1;104873,21;5;0;0;1;1;478
712676208;46;F;solteiro;graduacao;2;33;1;21960,37;6;0;0;1;1;470
712677633;42;F;divorciado;mestrado;0;28;0;0;3;1;231000;1;0;296
712681608;54;F;solteiro;mestrado;0;32;1;23093,26;5;0;0;1;1;492
712682583;44;M;solteiro;graduacao;2;33;1;97948,93;3;0;0;1;0;467
712683633;32;F;casado;ensino fundam;0;33;1;17441,24;5;0;0;1;1;393
712685733;57;F;solteiro;mestrado;0;35;1;141970,73;6;0;0;2;1;617
